wb_cc_dataset
country,year,greenhouse_gas_emissions,agricultural_land,co2_emissions,arable_land,agricultural_irrigated_land,cereal_yield,population_growth,urban_population,GDP
Italy,2007,,,,,,6182.9,,,
Italy,2006,,,,,,6486.6,,,
Italy,2005,,,,,,6723.2,,,
Italy,2004,,,,,,7355.3,,,
Italy,2003,,,,,,5764.5,,,
Italy,2002,,,,,,6251.5,,,
Italy,2001,,,,,,7055.2,,,
Italy,2000,,,,,,6452.9,,,
Italy,1999,,,,,,6699.9,,,
Italy,1998,,,,,,6330.2,,,
Italy,1997,,,,,,6484.9,,,
Italy,1996,,,,,,6282.0,,,
Italy,1995,,,,,,6107.8,,,
Italy,1994,,,,,,5826.2,,,
Italy,1993,,,,,,5711.7,,,
Italy,1992,,,,,,5335.6,,,
Italy,1991,,,,,,5986.1,,,
Italy,1990,,,,,,5411.1,,,
India,2020,,,,,,3282.8,,,
India,2019,,,,,,3404.9,,,
India,2018,,,,,,3278.1,,,
India,2017,,,,,,3121.3,,,
India,2016,,,,,,3008.0,,,
India,2015,,,,,,2856.7,,,
India,2014,,,,,,2960.4,,,
India,2013,,,,,,2969.9,,,
India,2012,,,,,,2963.5,,,
India,2011,,,,,,2860.7,,,
India,2010,,,,,,2676.4,,,
India,2009,,,,,,2580.8,,,
India,2008,,,,,,2637.9,,,
India,2007,,,,,,2583.3,,,
India,2006,,,,,,2446.5,,,
India,2005,,,,,,2411.6,,,
India,2004,,,,,,2350.0,,,
India,2003,,,,,,2399.4,,,
India,2002,,,,,,2187.3,,,
India,2001,,,,,,2423.1,,,
India,2000,,,,,,2294.2,,,
India,1999,,,,,,2313.7,,,
India,1998,,,,,,2248.4,,,
India,1997,,,,,,2228.6,,,
India,1996,,,,,,2181.0,,,
India,1995,,,,,,2111.7,,,
India,1994,,,,,,2115.5,,,
India,1993,,,,,,2084.9,,,
India,1992,,,,,,2024.8,,,
India,1991,,,,,,1926.3,,,
India,1990,,,,,,1891.2,,,
Fiji,2020,,,,,,6050.3,,,
Fiji,2019,,,,,,6539.5,,,
Fiji,2018,,,,,,6404.7,,,
Fiji,2017,,,,,,6284.5,,,
Fiji,2016,,,,,,6253.4,,,
Fiji,2015,,,,,,6316.7,,,
Fiji,2014,,,,,,6325.1,,,
Fiji,2013,,,,,,6281.4,,,
Fiji,2012,,,,,,6248.5,,,
Fiji,2011,,,,,,6010.6,,,
Fiji,2010,,,,,,5853.7,,,
Fiji,2009,,,,,,5919.5,,,
Fiji,2008,,,,,,6262.4,,,
Fiji,2007,,,,,,6062.1,,,
Fiji,2006,,,,,,5852.4,,,
Fiji,2005,,,,,,6154.0,,,
Fiji,2004,,,,,,5942.3,,,
Fiji,2003,,,,,,5451.0,,,
Fiji,2002,,,,,,6085.5,,,
Fiji,2001,,,,,,6107.0,,,
Fiji,2000,,,,,,6256.6,,,
Fiji,1999,,,,,,5998.9,,,
Fiji,1998,,,,,,5809.5,,,
Fiji,1997,,,,,,6061.5,,,
Fiji,1996,,,,,,6154.5,,,
Fiji,1995,,,,,,6003.2,,,
Fiji,1994,,,,,,6448.6,,,
Fiji,1993,,,,,,4429.4,,,
Fiji,1992,,,,,,5876.7,,,
Fiji,1991,,,,,,5415.6,,,
Fiji,1990,,,,,,5846.3,,,
Kenya,2020,,,,,,3806.5,,,
Kenya,2019,,,,,,3992.4,,,
Kenya,2018,,,,,,3826.3,,,
Kenya,2017,,,,,,3799.7,,,
Kenya,2016,,,,,,3748.8,,,
Kenya,2015,,,,,,3470.1,,,
Kenya,2014,,,,,,3581.9,,,
Kenya,2013,,,,,,3386.9,,,
Kenya,2012,,,,,,3453.4,,,
Kenya,2011,,,,,,3240.5,,,
Kenya,2010,,,,,,3501.2,,,
Kenya,2009,,,,,,3433.7,,,
Kenya,2008,,,,,,3452.3,,,
Kenya,2007,,,,,,3353.0,,,
Kenya,2006,,,,,,3213.3,,,
Kenya,2005,,,,,,3130.8,,,
Kenya,2004,,,,,,3078.6,,,
Kenya,2003,,,,,,2964.0,,,
Kenya,2002,,,,,,2913.1,,,
Kenya,2001,,,,,,2855.2,,,
Kenya,2000,,,,,,2760.9,,,
Kenya,1999,,,,,,2708.1,,,
Kenya,1998,,,,,,2639.3,,,
Kenya,1997,,,,,,2678.7,,,
Kenya,1996,,,,,,2552.9,,,
Kenya,1995,,,,,,2519.6,,,
Kenya,1994,,,,,,2518.3,,,
Kenya,1993,,,,,,2639.4,,,
Kenya,1992,,,,,,2708.2,,,
Kenya,1991,,,,,,2426.9,,,
Kenya,1990,,,,,,2424.4,,,
Netherlands,2020,,,,,,7919.9,,,
Netherlands,2019,,,,,,8654.2,,,
Netherlands,2018,,,,,,7905.1,,,
Netherlands,2017,,,,,,8794.5,,,
Netherlands,2016,,,,,,7776.9,,,
Netherlands,2015,,,,,,8752.8,,,
Netherlands,2014,,,,,,9073.7,,,
Netherlands,2013,,,,,,8630.1,,,
Netherlands,2012,,,,,,8545.0,,,
Netherlands,2011,,,,,,7800.8,,,
Netherlands,2010,,,,,,8569.3,,,
Netherlands,2009,,,,,,9032.9,,,
Netherlands,2008,,,,,,8332.3,,,
Netherlands,2007,,,,,,7289.7,,,
Netherlands,2006,,,,,,7854.2,,,
Netherlands,2005,,,,,,7879.7,,,
Netherlands,2004,,,,,,8066.3,,,
Netherlands,2003,,,,,,7956.8,,,
Netherlands,2002,,,,,,7313.9,,,
Netherlands,2001,,,,,,7280.5,,,
Netherlands,2000,,,,,,7905.5,,,
Netherlands,1999,,,,,,7469.8,,,
Netherlands,1998,,,,,,7307.0,,,
Netherlands,1997,,,,,,7176.1,,,
Netherlands,1996,,,,,,8292.9,,,
Netherlands,1995,,,,,,7769.2,,,
Netherlands,1994,,,,,,7164.5,,,
Netherlands,1993,,,,,,7998.4,,,
Netherlands,1992,,,,,,7459.2,,,
Netherlands,1991,,,,,,7063.4,,,
Netherlands,1990,,,,,,6990.1,,,
Canada,2020,,,,,,2905.6,,,
Canada,2019,,,,,,2714.1,,,
Canada,2018,,,,,,2616.1,,,
Canada,2017,,,,,,2967.2,,,
Canada,2016,,,,,,2650.8,,,
Canada,2015,,,,,,2391.7,,,
Canada,2014,,,,,,2444.0,,,
Canada,2013,,,,,,2241.0,,,
Canada,2012,,,,,,1858.9,,,
Canada,2011,,,,,,2260.3,,,
Canada,2010,,,,,,1842.7,,,
Canada,2009,,,,,,2280.6,,,
Canada,2008,,,,,,2387.3,,,
Canada,2007,,,,,,1989.8,,,
Canada,2006,,,,,,1886.9,,,
Canada,2005,,,,,,1852.7,,,
Canada,2004,,,,,,1876.5,,,
Canada,2003,,,,,,1777.4,,,
Canada,2002,,,,,,1969.1,,,
Canada,2001,,,,,,1934.7,,,
Canada,2000,,,,,,1561.4,,,
Canada,1999,,,,,,1450.8,,,
Canada,1998,,,,,,1298.7,,,
Canada,1997,,,,,,1788.2,,,
Canada,1996,,,,,,1427.3,,,
Canada,1995,,,,,,1255.4,,,
Canada,1994,,,,,,1457.8,,,
Canada,1993,,,,,,1635.8,,,
Canada,1992,,,,,,1743.2,,,
Canada,1991,,,,,,,,,
Canada,1990,,,,,,,,,
Turkiye,2020,,,,,,3341.5,,,
Turkiye,2019,,,,,,3200.8,,,
Turkiye,2018,,,,,,3163.9,,,
Turkiye,2017,,,,,,3257.4,,,
Turkiye,2016,,,,,,3105.4,,,
Turkiye,2015,,,,,,3307.8,,,
Turkiye,2014,,,,,,2831.5,,,
Turkiye,2013,,,,,,3256.9,,,
Turkiye,2012,,,,,,2958.3,,,
Turkiye,2011,,,,,,2970.0,,,
Turkiye,2010,,,,,,2727.1,,,
Turkiye,2009,,,,,,2808.0,,,
Turkiye,2008,,,,,,2601.3,,,
Turkiye,2007,,,,,,2410.2,,,
Turkiye,2006,,,,,,2661.9,,,
Turkiye,2005,,,,,,2634.4,,,
Turkiye,2004,,,,,,2477.9,,,
Turkiye,2003,,,,,,2308.6,,,
Turkiye,2002,,,,,,2242.0,,,
Turkiye,2001,,,,,,2178.3,,,
Turkiye,2000,,,,,,2370.6,,,
Turkiye,1999,,,,,,2099.8,,,
Turkiye,1998,,,,,,2387.5,,,
Turkiye,1997,,,,,,2151.3,,,
Turkiye,1996,,,,,,2112.3,,,
Turkiye,1995,,,,,,2057.3,,,
Turkiye,1994,,,,,,1922.3,,,
Turkiye,1993,,,,,,2255.9,,,
Turkiye,1992,,,,,,2124.4,,,
Turkiye,1991,,,,,,2240.5,,,
Turkiye,1990,,,,,,2214.2,,,
Ukraine,2020,,,,,,4295.9,,,
Ukraine,2019,,,,,,4980.5,,,
Ukraine,2018,,,,,,4852.2,,,
Ukraine,2017,,,,,,4315.8,,,
Ukraine,2016,,,,,,4651.6,,,
Ukraine,2015,,,,,,4140.9,,,
Ukraine,2014,,,,,,4400.2,,,
Ukraine,2013,,,,,,4030.8,,,
Ukraine,2012,,,,,,3156.8,,,
Ukraine,2011,,,,,,3753.7,,,
Ukraine,2010,,,,,,2726.6,,,
Ukraine,2009,,,,,,3003.8,,,
Ukraine,2008,,,,,,3486.9,,,
Ukraine,2007,,,,,,2206.7,,,
Ukraine,2006,,,,,,2427.7,,,
Ukraine,2005,,,,,,2623.0,,,
Ukraine,2004,,,,,,2845.2,,,
Ukraine,2003,,,,,,2278.4,,,
Ukraine,2002,,,,,,2752.2,,,
Ukraine,2001,,,,,,2729.5,,,
Ukraine,2000,,,,,,1950.8,,,
Ukraine,1999,,,,,,2002.9,,,
Ukraine,1998,,,,,,2109.4,,,
Ukraine,1997,,,,,,2490.3,,,
Ukraine,1996,,,,,,2010.2,,,
Ukraine,1995,,,,,,2512.3,,,
Ukraine,1994,,,,,,2724.6,,,
Ukraine,1993,,,,,,3289.3,,,
Ukraine,1992,,,,,,2834.1,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
United States,2020,,,,,,8175.0,,,
United States,2019,,,,,,8005.6,,,
United States,2018,,,,,,8196.1,,,
United States,2017,,,,,,8281.2,,,
United States,2016,,,,,,8614.2,,,
United States,2015,,,,,,7430.1,,,
United States,2014,,,,,,7638.1,,,
United States,2013,,,,,,7300.9,,,
United States,2012,,,,,,5911.9,,,
United States,2011,,,,,,6803.5,,,
United States,2010,,,,,,6978.1,,,
United States,2009,,,,,,7226.2,,,
United States,2008,,,,,,6598.3,,,
United States,2007,,,,,,6704.4,,,
United States,2006,,,,,,6400.4,,,
United States,2005,,,,,,6450.7,,,
United States,2004,,,,,,6851.1,,,
United States,2003,,,,,,6023.7,,,
United States,2002,,,,,,5546.8,,,
United States,2001,,,,,,5891.1,,,
United States,2000,,,,,,5854.3,,,
United States,1999,,,,,,5736.5,,,
United States,1998,,,,,,5676.5,,,
United States,1997,,,,,,5275.3,,,
United States,1996,,,,,,5175.3,,,
United States,1995,,,,,,4644.8,,,
United States,1994,,,,,,5560.0,,,
United States,1993,,,,,,4298.8,,,
United States,1992,,,,,,5357.8,,,
United States,1991,,,,,,4507.6,,,
United States,1990,,,,,,4755.1,,,
South Africa,2020,,,,,,5407.2,,,
South Africa,2019,,,,,,4316.6,,,
South Africa,2018,,,,,,4938.8,,,
South Africa,2017,,,,,,5702.0,,,
South Africa,2016,,,,,,3821.2,,,
South Africa,2015,,,,,,3541.6,,,
South Africa,2014,,,,,,4899.6,,,
South Africa,2013,,,,,,4043.0,,,
South Africa,2012,,,,,,4243.5,,,
South Africa,2011,,,,,,4017.0,,,
South Africa,2010,,,,,,4150.4,,,
South Africa,2009,,,,,,4405.5,,,
South Africa,2008,,,,,,4063.2,,,
South Africa,2007,,,,,,2790.3,,,
South Africa,2006,,,,,,3141.0,,,
South Africa,2005,,,,,,3309.6,,,
South Africa,2004,,,,,,2777.9,,,
South Africa,2003,,,,,,2536.8,,,
South Africa,2002,,,,,,2772.6,,,
South Africa,2001,,,,,,2424.1,,,
South Africa,2000,,,,,,2765.9,,,
South Africa,1999,,,,,,2191.4,,,
South Africa,1998,,,,,,2181.7,,,
South Africa,1997,,,,,,2271.8,,,
South Africa,1996,,,,,,2490.2,,,
South Africa,1995,,,,,,1419.2,,,
South Africa,1994,,,,,,2585.0,,,
South Africa,1993,,,,,,2160.1,,,
South Africa,1992,,,,,,944.7,,,
South Africa,1991,,,,,,1986.1,,,
South Africa,1990,,,,,,1877.3,,,
China,2020,,,,,,,1.28293313733698,,
China,2019,,,,,,,1.52165367749095,,
China,2018,,,,,,,1.53610551570388,,
China,2017,,,,,,,1.68452310845434,,
China,2016,,,,,,,1.56194049810399,,
China,2015,,,,,,,1.43921665259925,,
China,2014,,,,,,,1.49156648912847,,
China,2013,,,,,,,1.721151439989,,
China,2012,,,,,,,1.74582000067359,,
China,2011,,,,,,,1.38952731561803,,
China,2010,,,,,,,1.55548958906995,,
China,2009,,,,,,,2.0610451296841,,
China,2008,,,,,,,2.00402174031569,,
China,2007,,,,,,,0.624678435014185,,
China,2006,,,,,,,1.47522794532757,,
China,2005,,,,,,,1.31978955436191,,
China,2004,,,,,,,1.15935216218033,,
China,2003,,,,,,,1.23399666342628,,
China,2002,,,,,,,1.22056378534358,,
China,2001,,,,,,,1.34835834227145,,
China,2000,,,,,,,1.19227232344832,,
China,1999,,,,,,,1.14250518739456,,
China,1998,,,,,,,1.04223571564164,,
China,1997,,,,,,,1.11872568961022,,
China,1996,,,,,,,1.31381929938745,,
China,1995,,,,,,,1.20801981192904,,
China,1994,,,,,,,1.05850884158683,,
China,1993,,,,,,,0.9783366810892,,
China,1992,,,,,,,1.21339077499647,,
China,1991,,,,,,,1.27457757809254,,
China,1990,,,,,,,1.47997801595662,,
China,2020,,,,,,,0.238040870229883,,
China,2019,,,,,,,0.354740890170827,,
China,2018,,,,,,,0.467672053461959,,
China,2017,,,,,,,0.605245013482969,,
China,2016,,,,,,,0.573050906069647,,
China,2015,,,,,,,0.581456146657648,,
China,2014,,,,,,,0.630326389541893,,
China,2013,,,,,,,0.666072977690069,,
China,2012,,,,,,,0.678345458846803,,
China,2011,,,,,,,0.546457594880274,,
China,2010,,,,,,,0.482959688678361,,
China,2009,,,,,,,0.497381400884935,,
China,2008,,,,,,,0.51238693163744,,
China,2007,,,,,,,0.522271866392275,,
China,2006,,,,,,,0.558374367373002,,
China,2005,,,,,,,0.588124989556992,,
China,2004,,,,,,,0.593932815112141,,
China,2003,,,,,,,0.622860936133583,,
China,2002,,,,,,,0.669999567758626,,
China,2001,,,,,,,0.726380637838525,,
China,2000,,,,,,,0.787956592953992,,
China,1999,,,,,,,0.865851392993279,,
China,1998,,,,,,,0.959550406298151,,
China,1997,,,,,,,1.02345002419879,,
China,1996,,,,,,,1.04814151412165,,
China,1995,,,,,,,1.08650915088974,,
China,1994,,,,,,,1.13026063215591,,
China,1993,,,,,,,1.14961943083465,,
China,1992,,,,,,,1.2255362283362,,
China,1991,,,,,,,1.36443400840349,,
China,1990,,,,,,,1.46730321087928,,
Italy,2020,,,,,,,0.0816931586494595,,
Italy,2019,,,,,,,0.22551987421288,,
Italy,2018,,,,,,,0.300526701992065,,
Italy,2017,,,,,,,0.373724559895838,,
Italy,2016,,,,,,,0.807218538573871,,
Italy,2015,,,,,,,0.865702643950251,,
Italy,2014,,,,,,,0.416877359168292,,
Italy,2013,,,,,,,0.272900214681538,,
Italy,2012,,,,,,,0.187727800567293,,
Italy,2011,,,,,,,-1.8537146287573,,
Italy,2010,,,,,,,-0.153198446937304,,
Italy,2009,,,,,,,-0.253383410163402,,
Italy,2008,,,,,,,-0.190142844695674,,
Italy,2007,,,,,,,-0.133718572600486,,
Italy,2006,,,,,,,-0.112797497644931,,
Italy,2005,,,,,,,-0.0567782618352031,,
Italy,2004,,,,,,,-0.021709727650009,,
Italy,2003,,,,,,,0.0553633035873241,,
Italy,2002,,,,,,,0.168128319406931,,
Italy,2001,,,,,,,0.168225361337335,,
Italy,2000,,,,,,,0.135431600393084,,
Italy,1999,,,,,,,0.0646345779052372,,
Italy,1998,,,,,,,0.0151436508552808,,
Italy,1997,,,,,,,0.146313281561803,,
Italy,1996,,,,,,,0.289474899455448,,
Italy,1995,,,,,,,0.293904443716697,,
Italy,1994,,,,,,,0.346856648630233,,
Italy,1993,,,,,,,0.657391218087626,,
Italy,1992,,,,,,,0.760346946721127,,
Italy,1991,,,,,,,0.728605546561364,,
Italy,1990,,,,,,,0.861969448764933,,
India,2020,,,,,,,0.989413800188014,,
India,2019,,,,,,,1.01326124930492,,
India,2018,,,,,,,1.03782784787162,,
India,2017,,,,,,,1.06335942989132,,
India,2016,,,,,,,1.09045932094686,,
India,2015,,,,,,,1.11689591278599,,
India,2014,,,,,,,1.14567340150608,,
India,2013,,,,,,,1.18290421490412,,
India,2012,,,,,,,1.23148489388617,,
India,2011,,,,,,,1.28851296178524,,
India,2010,,,,,,,1.35033831370532,,
India,2009,,,,,,,1.41058271379931,,
India,2008,,,,,,,1.46488991482359,,
India,2007,,,,,,,1.50922198555755,,
India,2006,,,,,,,1.5456964390645,,
India,2005,,,,,,,1.57970914338086,,
India,2004,,,,,,,1.61530829494259,,
India,2003,,,,,,,1.65149126857663,,
India,2002,,,,,,,1.68956166096073,,
India,2001,,,,,,,1.72876856952673,,
India,2000,,,,,,,1.76812551036934,,
India,1999,,,,,,,1.80555973688001,,
India,1998,,,,,,,1.83965876360636,,
India,1997,,,,,,,1.8691720025447,,
India,1996,,,,,,,1.89521957676734,,
India,1995,,,,,,,1.91894065925812,,
India,1994,,,,,,,1.94324392219027,,
India,1993,,,,,,,1.97063498652535,,
India,1992,,,,,,,2.0031786237708,,
India,1991,,,,,,,2.03972873553563,,
India,1990,,,,,,,2.07608920383876,,
Fiji,2020,,,,,,,-0.294194617750067,,
Fiji,2019,,,,,,,-0.140464977878172,,
Fiji,2018,,,,,,,-0.126880068088791,,
Fiji,2017,,,,,,,-0.081874296046114,,
Fiji,2016,,,,,,,-0.0511374152133631,,
Fiji,2015,,,,,,,-0.106124993746747,,
Fiji,2014,,,,,,,-0.132694222147042,,
Fiji,2013,,,,,,,-0.144271883387076,,
Fiji,2012,,,,,,,-0.159710675844347,,
Fiji,2011,,,,,,,-0.185226486410846,,
Fiji,2010,,,,,,,0.0179605415195644,,
Fiji,2009,,,,,,,-0.0124946312294096,,
Fiji,2008,,,,,,,0.0484253945978966,,
Fiji,2007,,,,,,,0.114908847726211,,
Fiji,2006,,,,,,,0.0633735894181335,,
Fiji,2005,,,,,,,0.00939209655766336,,
Fiji,2004,,,,,,,0.0336622582725446,,
Fiji,2003,,,,,,,0.213980948779682,,
Fiji,2002,,,,,,,0.232527187105684,,
Fiji,2001,,,,,,,0.240952587521069,,
Fiji,2000,,,,,,,0.167275578113187,,
Fiji,1999,,,,,,,0.182586374140107,,
Fiji,1998,,,,,,,0.271729610231193,,
Fiji,1997,,,,,,,0.238271217591483,,
Fiji,1996,,,,,,,0.226884732460898,,
Fiji,1995,,,,,,,0.234590173412918,,
Fiji,1994,,,,,,,0.279192363973672,,
Fiji,1993,,,,,,,0.32416759914373,,
Fiji,1992,,,,,,,0.371192387198527,,
Fiji,1991,,,,,,,0.392819832481862,,
Fiji,1990,,,,,,,0.33178288536374,,
Kenya,2020,,,,,,,1.05824003448927,,
Kenya,2019,,,,,,,1.09136688717461,,
Kenya,2018,,,,,,,1.12641479134149,,
Kenya,2017,,,,,,,1.16396694963579,,
Kenya,2016,,,,,,,1.20325950587092,,
Kenya,2015,,,,,,,1.24116450246976,,
Kenya,2014,,,,,,,1.27768636604222,,
Kenya,2013,,,,,,,1.31555760676608,,
Kenya,2012,,,,,,,1.35529442643505,,
Kenya,2011,,,,,,,1.39478996981758,,
Kenya,2010,,,,,,,1.43814066910139,,
Kenya,2009,,,,,,,1.47675580253545,,
Kenya,2008,,,,,,,1.49536909755127,,
Kenya,2007,,,,,,,1.48606353186843,,
Kenya,2006,,,,,,,1.4562132376675,,
Kenya,2005,,,,,,,1.4158169793862,,
Kenya,2004,,,,,,,1.38146893230283,,
Kenya,2003,,,,,,,1.36378023068234,,
Kenya,2002,,,,,,,1.37302085830616,,
Kenya,2001,,,,,,,1.40395986845276,,
Kenya,2000,,,,,,,1.4410967038977,,
Kenya,1999,,,,,,,1.47620911098515,,
Kenya,1998,,,,,,,1.51607803145003,,
Kenya,1997,,,,,,,1.5594459407437,,
Kenya,1996,,,,,,,1.60574015606866,,
Kenya,1995,,,,,,,1.65760764044424,,
Kenya,1994,,,,,,,1.7126945972871,,
Kenya,1993,,,,,,,1.76475714562417,,
Kenya,1992,,,,,,,1.8107399038872,,
Kenya,1991,,,,,,,1.8524373770111,,
Kenya,1990,,,,,,,1.89313026113497,,
Netherlands,2020,,,,,,,0.55554079025497,,
Netherlands,2019,,,,,,,0.65507157480522,,
Netherlands,2018,,,,,,,0.583933408920832,,
Netherlands,2017,,,,,,,0.591203366164118,,
Netherlands,2016,,,,,,,0.532178879608489,,
Netherlands,2015,,,,,,,0.443220089035769,,
Netherlands,2014,,,,,,,0.359828172726548,,
Netherlands,2013,,,,,,,0.294820793441482,,
Netherlands,2012,,,,,,,0.370055034770235,,
Netherlands,2011,,,,,,,0.466428782200821,,
Netherlands,2010,,,,,,,0.512923100553586,,
Netherlands,2009,,,,,,,0.514284544827762,,
Netherlands,2008,,,,,,,0.389292461499527,,
Netherlands,2007,,,,,,,0.217521601194242,,
Netherlands,2006,,,,,,,0.160613668857538,,
Netherlands,2005,,,,,,,0.23366314793854,,
Netherlands,2004,,,,,,,0.347475412048658,,
Netherlands,2003,,,,,,,0.471814398788212,,
Netherlands,2002,,,,,,,0.638291666268526,,
Netherlands,2001,,,,,,,0.754840057734904,,
Netherlands,2000,,,,,,,0.714770362784392,,
Netherlands,1999,,,,,,,0.665493187073143,,
Netherlands,1998,,,,,,,0.616640530679659,,
Netherlands,1997,,,,,,,0.514767002117464,,
Netherlands,1996,,,,,,,0.461395747607711,,
Netherlands,1995,,,,,,,0.49392737251493,,
Netherlands,1994,,,,,,,0.602938474274189,,
Netherlands,1993,,,,,,,0.696991330125143,,
Netherlands,1992,,,,,,,0.756056593396787,,
Netherlands,1991,,,,,,,0.788031035375139,,
Netherlands,1990,,,,,,,0.688603823438797,,
Canada,2020,,,,,,,-0.230950388878624,,
Canada,2019,,,,,,,-0.0495686654330689,,
Canada,2018,,,,,,,-0.0130668924933287,,
Canada,2017,,,,,,,0.106870569429971,,
Canada,2016,,,,,,,0.170245238698228,,
Canada,2015,,,,,,,0.192557946508244,,
Canada,2014,,,,,,,0.217642262118,,
Canada,2013,,,,,,,0.212950704549247,,
Canada,2012,,,,,,,0.168305035277726,,
Canada,2011,,,,,,,0.077981777433695,,
Canada,2010,,,,,,,0.0448957880908489,,
Canada,2009,,,,,,,0.0301077605196216,,
Canada,2008,,,,,,,-0.0439492591634852,,
Canada,2007,,,,,,,-0.17108203294568,,
Canada,2006,,,,,,,-0.327445270108383,,
Canada,2005,,,,,,,-0.381452794741516,,
Canada,2004,,,,,,,-0.402681471328549,,
Canada,2003,,,,,,,-0.453780668020263,,
Canada,2002,,,,,,,-0.460024258081391,,
Canada,2001,,,,,,,-0.424090524785415,,
Canada,2000,,,,,,,-0.420614990249978,,
Canada,1999,,,,,,,-0.309278191504336,,
Canada,1998,,,,,,,-0.165486143348056,,
Canada,1997,,,,,,,-0.165341653753189,,
Canada,1996,,,,,,,-0.145451546598357,,
Canada,1995,,,,,,,-0.0216487632128753,,
Canada,1994,,,,,,,-0.0342679070319955,,
Canada,1993,,,,,,,-0.0534820276606834,,
Canada,1992,,,,,,,0.0969789790408762,,
Canada,1991,,,,,,,0.286681129515534,,
Canada,1990,,,,,,,0.168018341182166,,
Turkiye,2020,,,,,,,1.08419395235039,,
Turkiye,2019,,,,,,,1.31451369970442,,
Turkiye,2018,,,,,,,1.49723204842519,,
Turkiye,2017,,,,,,,1.60131223365858,,
Turkiye,2016,,,,,,,1.63994240407574,,
Turkiye,2015,,,,,,,1.66948158450263,,
Turkiye,2014,,,,,,,1.70264361643927,,
Turkiye,2013,,,,,,,1.69274545557577,,
Turkiye,2012,,,,,,,1.63114823337747,,
Turkiye,2011,,,,,,,1.53156607830159,,
Turkiye,2010,,,,,,,1.40008860606542,,
Turkiye,2009,,,,,,,1.27389035427646,,
Turkiye,2008,,,,,,,1.19537882664634,,
Turkiye,2007,,,,,,,1.19280433140776,,
Turkiye,2006,,,,,,,1.24887663592494,,
Turkiye,2005,,,,,,,1.32312648689277,,
Turkiye,2004,,,,,,,1.3847339240455,,
Turkiye,2003,,,,,,,1.43873664511403,,
Turkiye,2002,,,,,,,1.47386568720214,,
Turkiye,2001,,,,,,,1.49422662100438,,
Turkiye,2000,,,,,,,1.51810979845438,,
Turkiye,1999,,,,,,,1.54953562865714,,
Turkiye,1998,,,,,,,1.5728778090236,,
Turkiye,1997,,,,,,,1.5848844155946,,
Turkiye,1996,,,,,,,1.58908803522569,,
Turkiye,1995,,,,,,,1.58941517283803,,
Turkiye,1994,,,,,,,1.59417980573832,,
Turkiye,1993,,,,,,,1.61007006534743,,
Turkiye,1992,,,,,,,1.64277999519467,,
Turkiye,1991,,,,,,,1.68966344498433,,
Turkiye,1990,,,,,,,1.73840721079404,,
Ukraine,2020,,,,,,,-0.574242470135943,,
Ukraine,2019,,,,,,,-0.530994160113763,,
Ukraine,2018,,,,,,,-0.466425620896808,,
Ukraine,2017,,,,,,,-0.386345310894755,,
Ukraine,2016,,,,,,,-0.331333796371949,,
Ukraine,2015,,,,,,,-0.261249679711809,,
Ukraine,2014,,,,,,,-0.479262000344597,,
Ukraine,2013,,,,,,,-0.227691350050529,,
Ukraine,2012,,,,,,,-0.246976481186878,,
Ukraine,2011,,,,,,,-0.359600092788762,,
Ukraine,2010,,,,,,,-0.397263167656909,,
Ukraine,2009,,,,,,,-0.443841324029999,,
Ukraine,2008,,,,,,,-0.541496740974727,,
Ukraine,2007,,,,,,,-0.596871080118823,,
Ukraine,2006,,,,,,,-0.676059672626708,,
Ukraine,2005,,,,,,,-0.732800943705215,,
Ukraine,2004,,,,,,,-0.758571027336172,,
Ukraine,2003,,,,,,,-0.811376216452802,,
Ukraine,2002,,,,,,,-0.949639340714078,,
Ukraine,2001,,,,,,,-1.05092091504282,,
Ukraine,2000,,,,,,,-1.00657902702927,,
Ukraine,1999,,,,,,,-0.942718002187935,,
Ukraine,1998,,,,,,,-0.893601382431078,,
Ukraine,1997,,,,,,,-0.911347308934543,,
Ukraine,1996,,,,,,,-0.887199615688563,,
Ukraine,1995,,,,,,,-0.790071611601511,,
Ukraine,1994,,,,,,,-0.495291145323964,,
Ukraine,1993,,,,,,,0.0552096446867263,,
Ukraine,1992,,,,,,,0.287851767971729,,
Ukraine,1991,,,,,,,0.210026075380664,,
Ukraine,1990,,,,,,,0.228429531226359,,
United States,2020,,,,,,,0.961201051965365,,
United States,2019,,,,,,,0.455381285963537,,
United States,2018,,,,,,,0.526435395564053,,
United States,2017,,,,,,,0.63264399508256,,
United States,2016,,,,,,,0.724676067451429,,
United States,2015,,,,,,,0.73621730882542,,
United States,2014,,,,,,,0.733361519937424,,
United States,2013,,,,,,,0.692860276624581,,
United States,2012,,,,,,,0.733599941250847,,
United States,2011,,,,,,,0.726786704810745,,
United States,2010,,,,,,,0.829616674709795,,
United States,2009,,,,,,,0.876651298802912,,
United States,2008,,,,,,,0.945865287282592,,
United States,2007,,,,,,,0.951055242772428,,
United States,2006,,,,,,,0.964253917136075,,
United States,2005,,,,,,,0.921713167161207,,
United States,2004,,,,,,,0.925483968943482,,
United States,2003,,,,,,,0.859481712840946,,
United States,2002,,,,,,,0.927797485710314,,
United States,2001,,,,,,,0.989741382223669,,
United States,2000,,,,,,,1.11276899679534,,
United States,1999,,,,,,,1.14834004729055,,
United States,1998,,,,,,,1.16571452642589,,
United States,1997,,,,,,,1.20396029701272,,
